Nombre del Centro;Num de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional
OPTICA ALCAÑIZ;47-E-0018;CL. MANTERIA 30;47,004;VALLADOLID;VALLADOLID;983,200,963;983,395,638;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;BLANCO ALCAÑIZ , JOSE MANUEL;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE SALDAÑA DE AYLLON;40-C232-0290;PZ. MAYOR 4;40,514;SALDAÑA DE AYLLON;SEGOVIA;921,553,000;921,553,336;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE AYLLON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SECCION DE OPTICA Y AUDIOPROTESIS FARMACIA  C. DE MATA ESPESO;24-E-0055;CL. ORDOÑO II 3;24,001;LEON;LEON;987,207,315;987,207,315;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS#ESTABLECIMIENTO DE OPTICA;FERNANDEZ  DE MATA , ANA M.;PRIVADOS
ADESLAS DENTAL;24-C251-0260;AV. SUERO DE QUIÑONES 32;24,002;LEON;LEON;917,824,933;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ADESLAS DENTAL SA;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE COFIÑAL;24-C232-0725;CL. LOS SERRONES 6;24,857;COFIÑAL;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE PUEBLA DE LILLO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DENTAL DE D. ANDRES CESAR NEIRA GARNELO;24-C251-0219;AV. DE ESPAÑA 26  D;24,402;PONFERRADA;LEON;987,410,241;987,410,241;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;NEIRA GARNELO , ANDRES CESAR;PRIVADOS
SERVICIOS SANITARIOS DE LA RESIDENCIA NUESTRA SEÑORA DE LAS NIEVES;24-C3-0276;CL. MARCELINO GONZALEZ 59;24,836;VEGACERVERA;LEON;659,929,298;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#SERVICIOS SANITARIOS DE RESIDENCIAS DE LA 3. EDAD;EOS EMPRESA DE OCIO SOCIOCOMUNITARIO;PRIVADOS
CONSULTORIO LOCAL DE ALCORCILLO;49-C232-0006;PZ. DEL GENERALISIMO;49,517;ALCORCILLO;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ALCAÑICES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE PODOLOGIA DE LA SAGRADA;37-C22-0181;CL. CASTAÑO AREVALO, 1;37,465;SAGRADA (LA);SALAMANCA;629,030,573;923,164,389;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;AYUNTAMIENTO DE LA SAGRADA;MUNICIPIO
CONSULTORIO DE ATENCION PRIMARIA DE BAÑOS DE VALDEARADOS;09-C232-0040;CL. LA SALCEDA 0;9,450;BAÑOS DE VALDEARADOS;BURGOS;947,534,229;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE BAÑOS DE VALDEARADOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DENTAL DE D. MARIA CANDELAS ORTEGA ESCUDERO;24-C251-0073;CL. ORDOÑO II 20  I;24,001;LEON;LEON;987,244,456;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ORTEGA ESCUDERO , MARIA CANDELAS;PRIVADOS
SERVICIOS SANITARIOS DE LA RESIDENCIA SAN SEBASTIAN;37-C3-0013;CL. FELIPE BENITEZ BARRUECO 17;37,175;PEREÑA;SALAMANCA;923,573,025;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;AYUNTAMIENTO DE PEREÑA DE LA RIBERA;MUNICIPIO
CONSULTA DE VALORACION DE DAÑO CORPORAL DE MAPFRE FAMILIAR EN LEON;24-C3-0237;AV. CONDESA DE SAGASTA 8;24,001;LEON;LEON;987,875,508;987,875,505;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;OTRAS UNIDADES ASISTENCIALES;MAPFRE FAMILIAR S.A.;PRIVADOS
CLINICA DENTAL DE D.. CARMEN GONZALEZ NUÑEZ;37-C251-0079;CL. OBISPO JARRIN, 2  A;37,001;SALAMANCA;SALAMANCA;923,217,250;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;GONZALEZ NUÑEZ , MARIA DEL CARMEN;PRIVADOS
CONSULTA DE PSICOLOGIA CLINICA DE D. AMADO RAMIREZ VILLAFAÑEZ;47-C22-0004;CL. SAN MARTIN 16  A;47,003;VALLADOLID;VALLADOLID;983,264,214;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PSICOLOGIA CLINICA;RAMIREZ VILLAFAÑEZ , AMADO;PRIVADOS
CENTRO DE FISIOTERAPIA FISIOVEGA;47-C22-0044;AV. JOSE LUIS LASA 69;47,195;ARROYO;VALLADOLID;983,241,814;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;VIAÑA HERRERO , JAVIER;PRIVADOS
SERVICIO DE ENFERMERIA DE EUROPAC;34-C3-0021;CR. BURGOS-PORTUGAL, KM 98;34,210;DUEÑAS;PALENCIA;979,761,413;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA;PAPELES Y CARTONES EUROPA, S.A. (EUROPAC, S.A.);PRIVADOS
ADAPTA PSICOLOGIA APLICADA;37-C22-0221;CL. TOMILLAR 1;37,120;DOÑINOS DE SALAMANCA;SALAMANCA;609,607,657;923,330,621;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);PEREZ GARCIA , MARIA ANGELES;PRIVADOS
CONSULTORIO LOCAL DE SANTANA;34-C232-0189;CL. SAN SATURNINO 32;34,878;SANTANA;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE RESPENDA DE LA PEÑA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
M. CAÑAMARES OFICINA DE ORTOPEDIA;47-E4-0004;PZ. DE LA LIBERTAD 5;47,002;VALLADOLID;VALLADOLID;983,304,050;0;ESTABLECIMIENTO DE ORTOPEDIA;ESTABLECIMIENTO DE ORTOPEDIA;ORTOMARCA, S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VILLAMAYOR DE TREVIÑO;09-C232-0489;PZ. MAYOR S/N;9,128;VILLAMAYOR DE TREVIÑO;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLAMAYOR DE TREVIÑO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE LOGOPEDIA D. ISAAC MAÑANES ESTEBAN;49-C22-0068;CL. NUÑEZ DE BALBOA (CENTRO CARDEA)  16;49,030;ZAMORA;ZAMORA;980,557,368;980,514,495;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;MAÑANES ESTEBAN , ISAAC;PRIVADOS
MONDELEZ ESPAÑA PRODUCTION S.L.U.;24-C3-0009;CR. LEON-ASTORGA KM 30 0;24,286;HOSPITAL DE ORBIGO;LEON;987,387,096;987,388,839;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;MONDELEZ ESPAÑA PRODUCTION S.L.U.;PRIVADOS
MAYORAL CLINICA DENTAL;42-C251-0050;CL. PUERTO DE PIQUERAS 2;42,200;ALMAZAN;SORIA;690,143,496;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;NUÑO PEREZ , MONICA;PRIVADOS
ADESLAS DENTAL BURGOS;09-C251-0145;CL. DOÑA BERENGUELA (ACCESO POR C/ LEON XIII) 11;9,005;BURGOS;BURGOS;947,244,902;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ADESLAS DENTAL SA;PRIVADOS
S. SANITARIOS DEL CENTRO BASE DE ATENCION A PERSONAS CON DISCAPACIDAD;05-C3-0095;CL. NUESTRA SEÑORA DE SONSOLES 47;5,003;AVILA;AVILA;920,212,306;920,255,861;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;FISIOTERAPIA#LOGOPEDIA#MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#REHABILITACION;GERENCIA TERRITORIAL DE SERVICIOS SOCIALES DE AVIL;OTRAS ENTIDADES/ORGANISMOS PUBLIC.DEP.AUTONOMICA
CLINICA DENTAL DE D. JULIO PEÑAMIL ARMESTO;24-C251-0194;CL. BURGO NUEVO 40;24,001;LEON;LEON;987,261,403;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;PEÑAMIL ARMESTO , JULIO;PRIVADOS
CONSULTA DE FISIOTERAPIA DE D. NOELIA BARRIO NUÑEZ;09-C22-0208;CL. BONIFACIO ZAMORA DE USABEL 4;9,001;BURGOS;BURGOS;947,275,353;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;BARRIO NUÑEZ , NOELIA;PRIVADOS
SECCION DE ORTOPEDIA EN LA OFICINA DE FARMACIA DE DÑA. ESTEFANIA LASTRAS AJ;05-E4-0009;CL. AVILA 10;5,358;PAPATRIGO;AVILA;695,390,955;0;ESTABLECIMIENTO DE ORTOPEDIA;ESTABLECIMIENTO DE ORTOPEDIA;LASTRAS AJATES , ESTEFANIA;PRIVADOS
SERVICIOS SANITARIOS DE LA RESIDENCIA EL PINAR;05-C3-0083;CL. NUESTRA SEÑORA DE LOS MILAGROS 2;5,491;HIGUERA (LA);AVILA;920,371,153;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;EL PINAR DE LA HIGUERILLA SL;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE MUÑOZ;37-C232-0283;PZ. MAYOR 0;37,493;MUÑOZ;SALAMANCA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE FUENTE DE SAN ESTEBAN (LA);SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE SAN MIGUEL DE MONTAÑAN;24-C232-0607;CL. DESCONOCIDA 0;24,324;SAN MIGUEL DE MONTAÑAN;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE JOARILLA DE LAS MATAS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIO MEDICO DE MICHELIN EN ARANDA DE DUERO.;09-C3-0048;AV. LUIS MATEOS 0;9,400;ARANDA DE DUERO;BURGOS;947,501,400;947,509,600;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#FISIOTERAPIA#MEDICINA DEL TRABAJO#MEDICINA GENERAL /  DE FAMILIA;MICHELIN ESPAÑA PORTUGAL S.A.;PRIVADOS
CONSULTA DE TRAUMATOLOGIA DR. CAMPOS MARTINEZ;24-C21-0210;CL. ORDOÑO II 3  B;24,001;LEON;LEON;987,209,448;0;CONSULTAS MEDICAS;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA;CAMPOS MARTINEZ , CARLOS;PRIVADOS
CONSULTA DE MEDICINA GENERAL D. CARLOS DOMINGUEZ HERNANDEZ;49-C21-0125;CL. PEÑA LA SALVE 4-6;49,252;TORREGAMONES;ZAMORA;659,191,142;0;CONSULTAS MEDICAS;MEDICINA GENERAL /  DE FAMILIA;DOMINGUEZ HERANDEZ , CARLOS;PRIVADOS
SERVICIOS SANITARIOS DE LA RESIDENCIA LAS PALMERAS;05-C3-0028;CL. MADROÑO 2;5,480;CANDELEDA;AVILA;920,381,925;920,381,919;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;LAS PALMERAS DE CANDELEDA S.L.;PRIVADOS
CONSULTA DE LOGOPEDIA ESTHER MONGIL CARRETERO;24-C22-0157;CL. JUAN DE BADAJOZ  4  ;24,002;LEON;LEON;671,522,992;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;MONGIL CARRETERO , ESTHER;PRIVADOS
CENTRO DE SALUD DE VENTA DE BAÑOS;34-C231-0014;CL. ANTONIO MACHADO 0;34,200;VENTA DE BAÑOS;PALENCIA;979,770,046;979,770,152;CENTROS DE ATENCION PRIMARIA: CENTROS DE SALUD;ATENCION SANITARIA DOMICILIARIA#CIRUGIA MENOR AMBULATORIA#ENFERMERIA#ENFERMERIA OBSTETRICO - GINECOLOGICA (MATRONA)#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS#PEDIATRIA#URGENCIAS#VACUNACION;GERENCIA REGIONAL DE SALUD;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
LEGAL SALUD LEON;24-C21-0225;CL. MARQUESES DE SAN ISIDROCENTRO MEDICO LA FUENCISLA 16;24,004;LEON;LEON;987,208,711;0;CONSULTAS MEDICAS;OTRAS UNIDADES ASISTENCIALES;GOMEZ PEREZ , BEGOÑA;PRIVADOS
CONSULTA DE PSIQUIATRIA D. RAQUEL FERNANDEZ OVEJERO;49-C21-0138;CL. NUÑEZ DE BALBOA 16;49,030;ZAMORA;ZAMORA;980,557,368;0;CONSULTAS MEDICAS;PSIQUIATRIA;FERNANDEZ OVEJERO , RAQUEL;PRIVADOS
CENTRO DE HEMODIALISIS LAS ENCINAS;37-C255-0002;CL. ESCUELAS 4;37,500;CIUDAD RODRIGO;SALAMANCA;923,498,046;923,498,066;ESPECIALIZADOS: CENTROS DE DIALISIS;DIALISIS;FUNDACION RENAL IÑIGO ALVAREZ DE TOLEDO;PRIVADOS
CONSULTORIO LOCAL DE POBAR;42-C232-0207;CL. DESCONOCIDA;42,181;POBAR;SORIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MAGAÑA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE VILLANUEVA DE ARRIBA;34-C232-0275;CL. LA FUENTE 1;34,879;VILLANUEVA DE ARRIBA;PALENCIA;636,899,570;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SANTIBAÑEZ DE LA PEÑA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE PEDROSA DE MUÑO;09-C232-0317;CL. LA IGLESIA;9,195;PEDROSA DE MUÑO;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ESTEPAR;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE UROLOGIA DE D. JOSE RAMON CORTIÑAS GONZALEZ;47-C21-0094;CL. CONSTITUCION  7  A;47,001;VALLADOLID;VALLADOLID;983,358,538;0;CONSULTAS MEDICAS;UROLOGIA;CORTIÑAS GONZALEZ , JOSE RAMON;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE MIÑANES;34-C232-0310;PZ. MAYOR 1;34,127;MIÑANES;PALENCIA;979,887,800;979,887,800;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALDE-UCIEZA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO DE DESARROLLO PERSONAL SEMILLA;37-C22-0361;AV. DE  LA SERNA, N. 2, BAJO 9 (ISCA PSICOLOGIA);37,900;SANTA MARTA DE TORMES;SALAMANCA;659,750,612;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);BAÑOS EGUEN , ANDIKONA;PRIVADOS
UNIDAD DE M. DEL TRABAJO DE LA S.P. DE FREMAP EN LA FUNDACION SAN CEBRIAN;34-C3-0064;AV. NUESTRA SEÑORA DEL PRADO 7;34,429;SAN CEBRIAN DE CAMPOS;PALENCIA;979,154,050;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;MEDICINA DEL TRABAJO;PREMAP SEGURIDAD Y SALUD S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VILLORUELA;37-C232-0123;CL. PEÑARANDA , 16;37,339;VILLORUELA;SALAMANCA;923,356,018;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLORUELA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
OPTICA PEREZ BRAVO;24-E3-0006;CL. ANCHA 7;24,003;LEON;LEON;987,251,738;987,251,738;ESTABLECIMIENTO DE OPTICA;ESTABLECIMIENTO DE OPTICA;OPTICA ORDOÑO II S.L;
CIUDAD DEL BIENESTAR;09-C3-0188;PS. VIRGEN DE LAS VIÑAS 3;9,400;ARANDA DE DUERO;BURGOS;947,670,067;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;RESIDENCIAL NTRA. SRA. DE LAS VIÑAS S.L.;PRIVADOS
CLINICA DENTAL PLAZA DE ESPAÑA;34-C251-0007;PZ. DE ESPAÑA 4  C;34,002;PALENCIA;PALENCIA;979,713,185;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;GONZALEZ RICO , FRANCISCO JAVIER;PRIVADOS
CONSULTA DE MEDICINA GENERAL DE D. ANTONIO GONCALVES ESTELLA;37-C21-0177;PZ. DE ESPAÑA 15  4;37,004;SALAMANCA;SALAMANCA;607,828,870;0;CONSULTAS MEDICAS;MEDICINA GENERAL /  DE FAMILIA;GONCALVES ESTELLA , ANTONIO;PRIVADOS
CONSULTA DE LOGOPEDIA F(X)AL;09-C22-0162;CL. ARZOBISPO PEREZ PLATERO (C. M. SANTIAGO) 17;9,007;BURGOS;BURGOS;626,738,881;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;CALVO MUÑOZ , JOSE ANTONIO;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VALVERDE DE GONZALIAÑEZ (TOMILLAR (EL));37-C232-0134;CR. DE PIEDRAHITA 0;37,862;VALVERDE DE GONZALIAÑEZ;SALAMANCA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE HORCAJO MEDIANERO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE PISON DE CASTREJON;34-C232-0138;CL. DESCONOCIDA;34,858;PISON DE CASTREJON;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CASTREJON DE LA PEÑA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
MARIA SIMON OPTICA;47-E-0020;CL. PEÑA DE FRANCIA  8;47,011;VALLADOLID;VALLADOLID;687,400,512;983,251,831;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;LENTARIA S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE SAN PEDRO DEL MONTE;09-C232-0196;PZ. DE LA FUENTE 6;9,259;SAN PEDRO DEL MONTE;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE BASCUÑANA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE MIÑO DE SAN ESTEBAN;42-C232-0169;CL. DESCONOCIDA;42,328;MIÑO DE SAN ESTEBAN;SORIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MIÑO DE SAN ESTEBAN;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE MELLANES;49-C232-0162;CL. PEÑAS;49,512;MELLANES;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE RABANALES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE ZAPARDIEL DE LA CAÑADA;05-C232-0312;CL. MAYOR, S/N;5,154;ZAPARDIEL DE LA CAÑADA;AVILA;920,368,001;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ZAPARDIEL DE LA CAÑADA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO OPTICO Y AUDITIVO VIA DE LA PLATA;24-E-0041;AV. VIA DE LA PLATA 34;24,750;BAÑEZA (LA);LEON;987,642,734;987,642,734;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS#ESTABLECIMIENTO DE OPTICA;LOPEZ MARTINEZ , FCO. ALEJANDRO;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE FRESNEÑA;09-C232-0143;PZ. MAYOR 00;9,259;FRESNEÑA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE FRESNEÑA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DENTAL DE D. LEIDY M. ORTEGA MONTES;24-C251-0115;CL. MANUEL NUÑEZ PEREZ 1  C;24,008;BENAVIDES DE ORBIGO;LEON;987,370,172;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ORTEGA MONTES , LEIDY MARIA;PRIVADOS
CLINICA DE FISIOTERAPIA FISIOTHER;47-C22-0137;CL. HERNANDO DE ACUÑA, LOCAL-1, 50;47,014;VALLADOLID;VALLADOLID;699,871,930;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;CARRILLO VIDAL , ESTHER;PRIVADOS
BEATRIZ HERAS MORENO PSICOLOGA;34-C22-0098;CL. PORTILLO DOÑA MARIA 2 BAJO;34,005;PALENCIA;PALENCIA;696,031,103;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);HERAS MORENO , BEATRIZ;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VIVAR DE FUENTIDUEÑA;40-C232-0152;PZ. MAYOR 1;40,236;VIVAR DE FUENTIDUEÑA;SEGOVIA;921,527,549;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE LAGUNA DE CONTRERAS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE VIVINERA;49-C232-0322;CL. LA ERA;49,514;VIVINERA;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ALCAÑICES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA EL PLANTIO;24-C24-0022;AV. DE ESPAÑA 3  B;24,400;PONFERRADA;LEON;987,412,595;987,417,825;CENTROS POLIVALENTES;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#DEPOSITO DE MEDICAMENTOS#FISIOTERAPIA#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#REHABILITACION;CLINICA EL PLANTIO S.L.P;PRIVADOS
CLINICA DENTAL DE D. NATIVIDAD RAMOS CARRACEDO;24-C251-0021;PZ. BRIVA MIRAVENT 2  A;24,500;BAÑEZA (LA);LEON;987,641,504;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;RAMOS CARRACEDO , NATIVIDAD;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE LOS VALLES DE FUENTIDUEÑA;40-C232-0175;CL. IGLESIA 6;40,357;FUENTE EL OLMO DE FUENTIDUEÑA;SEGOVIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE FUENTE EL OLMO DE FUENTIDUEÑA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE TRAUMATOLOGIA D. JUAN JOSE CHICO ALVAREZ;24-C21-0133;CL. TENERIAS 16;24,750;BAÑEZA (LA);LEON;987,655,255;0;CONSULTAS MEDICAS;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA;CHICO  ALVAREZ , JUAN JOSE;PRIVADOS
ASOCIACION DE FAMILIARES Y AMIGOS DE ENFERMOS DE ALZHEIMER DE BENAVENTE;49-C3-0114;CL. LA BAÑEZA;49,600;BENAVENTE;ZAMORA;980,633,285;980,633,285;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);Y AMIGOS ENFERMOS DE ALZHEIMER DE BENAVENTE , ASOCIACION DE FAMILIARES;PRIVADOS
